ID,m/z,Retention time (min),Ion mode,Metabolites,Compound ID,Super Class,Class,Sub Class,kegg,Score,Fragmentation Score,Adducts,Formula,Mass Error (ppm),C115_N,C24_N,D36_N,F20_N,F44_N,G30_N,X117_N,H11_N,H17_N,H35_N,H4_N,R114_N,H46_N,J32_N,J38_N,L28_N,L3_N,L50_N,L6_N,L9_N,L113_N,L112_N,P1_N,P21_N,R25_N,R29_N,R51_N,S15_N,S2_N,W116_N,W14_N,W18_N,W33_N,W37_N,W5_N,X13_N,X22_N,X34_N,X49_N,Y10_N,Y12_N,Y19_N,Y27_N,Y48_N,Y7_N,Y8_N,Z16_N,Z23_N,Z26_N,Z43_N,A41_T,C24_T,C115_T,W116_T,C99_T,D36_T,D65_T,F20_T,F44_T,F69_T,W105_T,J111_T,G30_T,X117_T,G80_T,H11_T,H17_T,H35_T,H4_T,R114_T,H46_T,H63_T,H78_T,H85_T,H91_T,J32_T,J38_T,L28_T,L3_T,L50_T,L52_T,Z58_T,L6_T,L68_T,Y102_T,L75_T,L9_T,L90_T,L95_T,L97_T,L60_T,M72_T,N39_T,O31_T,P1_T,P21_T,P88_T,Q93_T,R25_T,R29_T,R51_T,L64_T,R82_T,S15_T,S2_T,W59_T,J106_T,S86_T,S92_T,T42_T,T45_T,W14_T,W18_T,W33_T,W37_T,W5_T,Y57_T,L61_T,W66_T,L103_T,W73_T,X13_T,X22_T,X34_T,X49_T,L113_T,X94_T,X98_T,Y10_T,Y12_T,Y19_T,Y27_T,Y48_T,L112_T,W101_T,Y7_T,Y8_T,Y89_T,Z16_T,Z23_T,Z26_T,Z43_T,W62_T,M104_T,Z76_T,Z81_T,W108_T,Z84_T,Z87_T,Z96_T
1.94_540.0555m/z,540.0555111,1.94115,neg,Adenosine diphosphate ribose,HMDB0001178,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine nucleotide sugars,C00301,55.2,84.8,M-H2O-H,C15H23N5O14P2,3.002389175,20.16091666,25.02121537,7.140290422,3.620306536,11.11529855,17.98869864,35.24739768,3.050217732,5.001215446,24.15811802,1.01E-12,33.61459847,4.99230154,14.77076338,8.999715323,4.397881504,7.123434292,18.17048018,2.336290516,11.82212874,32.781561,22.65519872,16.75651354,7.331215541,15.43217909,2.585728881,10.54774941,5.594909333,20.51320084,38.04321362,15.56961332,14.35262494,5.459396629,6.821867009,44.2197824,7.563136232,7.818760909,4.451954526,11.5116494,9.437751846,20.20518013,25.78429921,5.430418498,1.840770456,17.60131121,8.167218192,4.420831614,5.541589561,22.19803916,13.07096372,0.097354075,35.5083847,15.19185741,8.99946813,12.67572283,2.218515904,1.01E-12,1.270858939,0.261940684,1.01E-12,1.01E-12,44.60365594,2.010967195,35.86030134,1.01E-12,11.37258369,4.821456164,6.487850706,0.070269958,3.809000929,1.01E-12,1.01E-12,1.01E-12,0.186208899,3.932549752,1.209895773,1.01E-12,1.01E-12,3.423943583,1.01E-12,1.01E-12,17.02922545,1.26947101,74.39536487,40.86511767,1.01E-12,18.88645141,0.286816989,1.01E-12,1.01E-12,1.01E-12,1.01E-12,0.061052714,1.01E-12,0.066443748,0.298297552,0.053091635,0.820961395,3.440094314,1.01E-12,0.372883823,69.91379258,1.01E-12,0.268771812,9.478371923,2.213787598,1.01E-12,0.116520917,45.07116757,3.987808245,1.365664626,1.71720471,10.71287265,1.01E-12,3.537192686,0.060301994,1.021867294,1.01E-12,0.061774216,0.04718596,0.119360429,0.046615914,24.70015987,51.3718955,1.029972364,63.4447258,1.01E-12,3.237570692,0.087829643,8.731959405,0.98804662,0.078494078,1.01E-12,4.149693179,43.52398083,0.566488766,96.5984624,8.943065551,1.01E-12,1.01E-12,4.207773528,0.156403405,1.01E-12,0.61503385,1.01E-12,1.167883066,4.342276753,1.01E-12,0.166774694,0.335825689
4.57_164.0719m/z,164.0718717,4.573566667,neg,L-Phenylalanine,28,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",C00079,55.2,87.4,M-H,C9H11NO2,1.026947517,792.1396147,1218.281637,1133.442527,1239.276091,1758.129577,1715.657439,1555.832492,1837.797834,1588.540563,1665.301847,20.40236356,959.7972277,1482.846452,1741.508363,1595.59979,1320.295692,1304.683493,1313.555902,2368.556379,1213.254838,969.0245185,1635.568318,1311.386238,1433.886975,1250.865138,1061.852874,1128.182991,3467.49399,1881.761798,1044.570536,1653.856987,1305.299148,1908.633794,1087.615869,1558.406931,1286.988919,1373.985245,1418.802619,1364.344345,1844.388787,1856.754285,1339.229715,1291.10946,1528.955465,2908.654674,2386.004683,1525.19692,1304.20769,1067.408431,1240.343313,1042.31554,947.2189177,642.4648313,432.7380093,635.9406719,992.4005728,859.8128011,1094.527441,915.8909475,944.6562541,779.8289409,769.604383,832.7066316,1224.377099,1018.244946,1210.055703,849.6240217,1004.417141,952.1644644,401.082266,595.6637829,716.700245,885.5615583,865.4479116,1303.675201,845.5930645,981.2075751,1131.606724,1037.346373,783.4537651,739.2442641,1146.981572,704.9626183,995.2857766,857.4098695,564.8282789,780.9412392,1021.039774,755.9949426,960.9550254,1040.132116,803.3056222,1508.805362,682.7261353,1218.594651,1931.222263,670.3232396,1072.428455,1630.751262,1543.162783,2520.761192,731.9877571,1392.19072,681.5260281,1638.842368,778.313871,865.9772023,695.3855741,744.7957579,1080.275901,923.3221418,1101.634965,922.9582717,939.1356763,1268.504285,1059.175722,648.5690502,887.9630624,844.4874068,925.0417608,691.3201869,652.325254,699.6143215,1708.764834,1158.50505,683.8026745,664.4793241,1355.223817,1314.786804,976.6308613,992.3202118,761.6312781,1025.670102,517.7464072,711.1422898,959.1128645,1061.480583,777.9714016,468.2843569,1067.638367,1128.583009,830.5519037,683.7385517,790.0522733,599.7028144,534.5231408,971.7113557,955.4896616,1413.19981,422.5812408
6.05_204.0902n,203.0829572,6.049166667,neg,L-Tryptophan,33,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,C00078,55.2,79.6,"M-H, 2M-H",C11H12N2O2,1.744222277,355.0143493,551.7802738,604.0700213,399.5838933,818.9414073,725.5834866,659.6131882,737.6722117,760.8640668,768.5197228,0.048383828,514.6420995,750.0183614,801.3533242,736.3729272,539.7318633,623.1177685,653.4513346,1144.160558,460.7959743,458.4027251,706.0470582,609.2340749,687.1492983,696.1554516,587.5403573,606.404308,1756.007882,661.7814416,516.5483389,772.8523697,601.2733979,763.4331031,464.2348066,582.2462431,500.7219402,664.1800687,682.3668273,654.2474545,720.6417613,613.1350019,488.3646555,677.7330311,631.0505642,947.505193,1084.630042,743.0385451,562.2990059,455.8206372,637.8291473,412.9114755,94.14981472,24.97968581,241.288642,236.7896672,87.85691324,229.3585939,119.0802755,428.9412139,402.9362027,246.8410126,232.5078564,151.3005705,515.2172819,150.8338073,426.7600563,131.9486725,158.370545,385.2394616,61.1972248,145.970703,61.96663489,161.9759449,292.7261762,725.2915924,270.3165587,525.5212597,300.2326258,50.15603656,98.17539019,382.8872638,411.6994326,217.5096959,172.0820605,255.7696619,207.3346163,390.5623159,496.791474,30.75052655,183.4497755,271.0926908,70.46265916,557.3978074,261.1394762,341.8084576,828.2350028,255.4485733,412.2405392,681.2413536,694.0813672,1125.037079,7.123709088,576.1142952,242.4421065,729.5050152,342.7145478,338.0506042,375.4365865,43.06129721,147.3822972,93.72922989,297.5787577,321.6030737,265.670425,144.3519816,273.96364,365.7637583,476.800701,321.0435914,265.471246,110.8620281,255.8312969,126.5256278,249.3468553,149.0465035,8.466954674,21.00611719,466.7259426,240.1113867,290.7265399,131.6244927,328.2408639,59.51782725,14.12513733,327.6703843,251.6336124,31.70189029,33.97045259,369.9225526,515.8464549,426.2933368,242.0712269,409.094227,414.5171155,138.2851459,22.46274484,371.1730905,527.9771819,251.249433,69.98510654
6.12_460.1946m/z,460.1946279,6.116483333,pos,5-Methyltetrahydrofolic acid,HMDB0001396,Organoheterocyclic compounds,Pteridines and derivatives,Pterins and derivatives,C00440,55.2,85.6,M+H,C20H25N7O6,1.567721872,109.2324074,95.82316502,22.24179913,2.179292464,32.18108279,136.026987,60.05777348,142.4915483,138.1455251,7.730658405,417.2858267,75.28368559,17.24432549,14.98587675,19.108452,22.1100875,161.6686241,62.01815318,101.6195622,7.835420128,108.8593099,45.47498221,68.16356628,270.3444707,10.69673328,38.65873598,51.82658726,160.5555476,31.02280361,315.1648466,144.744392,415.0777953,17.94245558,80.82857125,14.60264444,186.0811498,258.667169,7.361355992,28.84739664,169.360976,141.4311268,34.95710942,77.26072416,13.67063418,152.3181517,194.0282972,84.65815906,77.18027739,50.04356501,136.0872022,4.691677394,11.33873661,35.99572675,22.91096019,36.29205542,16.67219698,1.64772797,36.20442589,1.0984305,0.772748336,9.516967214,45.13268967,6.335863792,16.67322964,1.482415461,14.14462001,36.303708,5.522050241,11.64474736,2.181164093,0.430999286,4.531572936,13.00284341,5.891294046,144.4454679,3.915482535,0.401495978,3.628565368,21.94859874,2.498646604,1.484231553,15.55693636,27.27452134,10.44157615,9.641238093,0.184167185,16.74596739,1.957782396,1.451006419,0.949778286,19.54071666,4.397516246,0.706738715,0.169105621,4.488397239,4.47640338,3.731685946,2.827788196,6.561462173,5.211743537,4.277902348,27.60575775,3.851799735,25.24217632,0.178300548,31.94803502,2.869170922,18.04409813,0.615857124,35.43558676,1.172633316,0.444732202,13.48072356,11.93145703,10.0290833,5.624775062,0.138638461,0.060040598,8.387152571,26.01397502,4.800073933,11.79508432,42.45678035,9.655014573,1.358877352,48.69117461,6.962205273,86.18716827,22.152385,8.196965459,30.224065,1.077538664,4.493783368,49.73826526,29.52234405,25.54526126,64.50554795,0.425940647,0.191886816,8.252728313,3.623716937,1.637568645,6.362197171,19.01476891,0.183726856,0.264185084,8.259169117,0.588683577,23.74392662,21.08834724
14.04_271.2287m/z,271.2287243,14.0405,neg,16-Hydroxyhexadecanoic acid,HMDB0006294,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,C18218,55.1,83.3,M-H,C16H32O3,3.143853756,50.62245839,59.98060288,62.48638189,79.49526122,66.54833788,55.88415851,33.61655827,81.85078101,135.4734063,72.98968766,0.256863237,37.15988434,44.05500124,81.21044561,50.48181176,46.24070039,75.85841987,117.1729798,53.39512518,47.60601659,31.33321841,34.83684931,59.42111408,58.51222448,235.9645832,58.83005898,59.87119695,60.70413393,70.48179491,35.91535192,67.72593012,71.48390702,55.1064357,112.1692462,65.19209001,82.87184111,140.8017277,70.06935172,60.02250687,63.70854883,69.74705679,70.39109702,54.59910251,55.83143065,133.1116382,105.3897752,70.04976432,88.64218419,53.59733011,47.04833127,81.27963306,100.1345544,81.39903173,47.83827113,73.6167162,66.92535467,77.16926855,92.74538061,77.66060439,24.4346728,49.9670002,74.00265782,165.8504319,69.49319833,99.93192072,130.2707012,60.62631994,248.0797514,74.19478287,55.79278605,36.88058387,42.87049576,81.25419209,63.23136577,41.11157106,76.00158117,78.8071993,64.22627848,53.65215421,97.86166182,63.75516642,66.62663026,136.8380111,49.92648142,43.74820165,112.105307,103.411094,76.93888488,110.8190462,63.70462843,45.51211785,47.06494745,79.21991258,84.4812095,111.2081138,41.49080169,58.72718056,59.7580746,42.8321604,54.30684711,101.4469992,53.60583465,42.31664631,51.4475606,60.8901273,72.97899858,48.93636422,63.17240687,142.216379,88.7106497,105.9649193,132.1445546,40.93282567,87.56168978,92.89234125,53.66916475,34.97411099,45.03865538,68.57588545,30.55806934,46.67280064,80.53535257,88.82340141,54.70883835,144.9767697,116.4490688,60.70127922,60.93845995,71.54687265,54.97789178,63.89034734,74.80698152,60.10957538,74.44767147,55.70697366,89.25738582,85.66715118,68.32206624,181.9964962,62.43163084,75.64290698,62.31133154,53.5345892,60.33455865,65.85623752,116.4472402,40.85870115,81.68437011,62.98380252,88.42375752
1.25_131.0464m/z,131.0463726,1.246183333,neg,L-Asparagine,14,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",C00152,54.9,78.9,M-H,C4H8N2O3,1.188440001,5.739672508,7.468652353,8.822598535,9.135179641,18.31399079,11.67113247,17.03735484,19.2549779,11.92942935,14.25216208,1.01E-12,4.592994211,12.06427959,15.36377825,13.36904539,7.060202374,9.531522323,9.78956752,16.830578,8.145503761,6.935107007,13.12872901,7.435471958,11.17040489,20.88791889,5.179578708,6.65060837,36.92594382,14.71436225,7.263470873,12.05436981,12.07411144,14.17299268,5.752048846,12.20609616,7.78845058,11.16545349,11.18409005,14.72256515,12.25816542,12.45262017,10.66618524,7.539203234,11.71860247,26.99716007,22.16033333,7.948699519,6.325185827,5.373549041,8.612971744,9.534143695,5.888800338,4.791270608,3.848741155,5.976960483,8.749338249,7.287935284,7.978965675,6.642638229,7.593472348,6.432961386,5.652187496,7.364820566,8.41555304,8.201534448,8.593012238,6.965846301,7.613583104,8.278168106,3.272843234,4.04476864,7.020462303,6.775177626,7.709469616,11.575313,7.688797745,8.627933469,12.25157044,7.612545998,7.640293835,5.688018583,8.187769934,5.850226385,11.75637756,5.363164029,5.072789075,6.084231082,8.447863129,6.029078819,7.47900264,8.940242081,7.523751077,12.20263076,3.831800633,9.810608552,22.47581429,5.547937888,8.88603504,17.08134526,10.32742851,26.59022482,4.330711559,11.78436431,5.534387216,8.243630946,7.250281944,5.877574218,5.787422207,6.228110536,9.991256144,7.276847747,8.21906376,9.202976835,8.965096178,6.877469188,8.751846362,6.569563894,7.135607978,7.508977888,6.011130894,7.429291292,3.812718122,4.580563447,12.45651566,8.717143587,5.37985523,5.125270272,12.23625232,8.571684731,5.763087124,7.392084555,6.359825248,8.154854318,4.065539843,4.822580116,7.435818203,7.031436603,8.244778059,0.726789161,10.70740347,5.841099696,6.570026727,4.712584573,7.836870797,7.084412468,4.729050962,4.530886649,8.749144971,11.0840248,4.579662536
12.33_285.2080m/z,285.2079712,12.33423333,neg,Hexadecanedioic acid,5642,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,C19615,54.9,81.8,M-H,C16H30O4,2.928466188,6.518643072,4.881990546,4.793773074,7.442405186,4.926245727,5.107646046,4.393318473,4.984893875,4.922253217,5.969040016,0.003341522,4.857621708,9.466299361,5.89756947,6.412213509,5.136833301,6.84119234,5.900547553,7.64453872,7.461459289,4.209357721,5.79976501,5.759953277,5.533827042,5.421468853,6.355378804,5.276585794,5.616925972,5.713486496,6.714990888,5.725630224,4.98836756,4.702422273,4.902655575,6.1711834,5.58167279,6.865818987,5.86353369,6.524827471,6.592982409,4.230705899,4.636846209,4.564310863,8.21317177,6.044493884,9.526386008,6.258826815,5.663074124,5.237732532,5.331656513,5.918529798,8.120514279,6.482080492,9.860944266,18.3714713,5.521118284,5.453952877,8.9187647,6.26828384,5.670614528,7.519427292,6.718631922,7.748339661,5.303744186,12.22822344,6.642545084,4.886939053,8.060612932,8.712810762,8.647641678,10.05075152,3.985896828,8.015840648,16.3403721,7.669666274,6.061929361,10.1604531,6.555762513,6.335124372,6.755525454,6.038505187,9.480025528,7.755433737,4.209123566,4.280567077,9.926734609,9.113963233,6.591716853,7.247237515,7.672185506,4.234926866,5.863735422,13.17765571,10.17706082,7.95381604,6.912152035,6.538250474,4.71530054,4.235793157,5.506972761,6.335204682,4.124216693,7.47587499,7.322898254,8.161847581,8.179231297,4.972235525,7.684019413,14.59945819,8.865744739,7.80671327,10.40191176,5.402623783,6.310362709,5.695454211,7.488352147,7.791523603,8.046582993,4.749357831,5.881402724,7.231238952,8.052577925,8.571335655,8.738817259,7.149867438,6.369780835,6.776547738,6.763136207,7.187691644,5.428973839,6.524186483,5.109224742,8.520393252,8.385538294,4.94203851,9.933635778,8.245803891,8.356016444,17.48684628,5.458533878,8.377927391,7.171912683,10.1797227,6.847686756,9.848632858,8.878856028,4.62043784,7.182207598,9.476341472,10.33247766
3.97_191.0586n,190.0516554,3.9697,neg,5-Hydroxyindoleacetic acid,2975,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,C05635,54.9,78.6,"M-H2O-H, M-H",C10H9NO3,1.946640748,5.545040778,5.837140886,3.848522396,26.70817995,4.738423114,5.252592197,6.228074686,7.4318446,6.0557392,4.756757503,1.383018256,7.216119288,4.288496907,4.855368565,4.918741978,3.609514175,4.96654909,4.777214409,7.668820786,4.294318384,4.093954744,5.553653198,5.47115982,4.349878819,5.771093021,3.989072627,5.099205694,10.04553655,9.305319008,6.398327755,5.636163241,5.031031943,5.930847486,4.611913062,10.50895854,4.469420768,5.425458054,12.87029711,7.168855393,5.901479067,5.945574414,5.195614995,4.471192248,6.231973345,10.06596162,10.06398843,6.25507039,4.767126205,3.696119151,3.820396745,26.08453077,57.89401497,49.60119424,15.72368728,17.30939699,69.88653923,35.76291944,64.49146015,17.96837296,21.27769901,38.54579472,27.58699739,48.21668595,40.40384628,59.87562956,20.5100187,55.02581498,44.5363049,15.69280039,53.54814828,32.75525238,44.62091251,43.1505906,27.78592773,4.673302372,28.87991139,9.556103355,38.56002647,59.66503507,43.39972556,14.93954763,39.42231158,26.8530166,43.54475613,40.32458439,10.82369258,14.82096608,13.06539555,68.06651012,50.30201564,44.44651604,59.5361193,18.86020808,19.71622051,44.14136661,19.55969553,34.44063505,29.03126115,12.06613261,21.59440547,16.53139733,56.89423519,31.38987316,19.39605192,19.03863985,23.78976528,32.09617417,25.4783831,54.96785594,55.91083965,65.48215933,32.14826429,29.04733892,26.48040413,57.75429698,55.0074909,21.86121264,28.18395187,17.30224563,30.40244258,32.4654876,20.44067455,40.94846019,102.3070244,72.52356963,56.23586929,55.370848,39.22455677,52.34706217,25.76118253,58.0952475,10.11496347,68.76262232,52.4303974,29.55659977,32.83327282,71.66453567,59.48279115,7.370848632,23.80199612,30.45383539,22.36276243,25.33461294,24.79541984,21.530048,47.74511675,33.1465632,20.33877646,77.53781593,31.86685219
9.08_205.0743n,206.0815272,9.076483333,pos,Indolelactic acid,HMDB0000671,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,C02043,54.9,80.5,"M+H, M+Na",C11H11NO3,1.743709604,15.80002567,7.542281209,3.088373584,2.639856859,2.949717463,2.619370032,10.87533404,11.87581268,2.026142001,5.229283361,2.713250301,10.52935604,3.051483979,3.78708563,6.57078421,4.883398043,2.881542464,6.842346262,1.256252432,1.588758316,1.719639034,1.573072663,8.549362474,3.150913447,6.206213031,4.191834475,32.58787434,0.473244614,8.237336794,4.594316817,2.680598732,1.48484516,1.828264474,1.208048881,4.443183455,0.742530584,4.76007995,33.70737558,2.19396449,3.718600323,0.930395068,0.337490205,4.490004404,2.244723016,1.863614799,2.150381555,3.631382247,4.642001676,0.148052747,3.396847568,1.717289562,4.220561439,6.036329217,9.927780469,4.04405423,2.269048355,7.62135073,3.446815721,1.213130485,2.266431955,23.68582203,2.061543037,7.779168169,31.23427729,2.644660292,4.143610395,6.045836914,2.778767512,2.970497112,40.53691957,14.14878315,4.140842415,2.153818916,4.12465029,5.003493888,4.889394333,6.212089943,1.500305278,1.252443931,3.319843406,9.403319304,18.59877938,5.601345277,7.620253508,3.945153639,16.4913187,3.007317811,4.838864952,16.30792957,7.597280013,3.964911889,10.5847297,2.419115114,2.938852999,6.070855929,7.962046304,15.1117551,4.021647826,3.985000939,6.810449104,6.33387963,2.637206492,9.333554759,2.477546856,16.91987893,7.780358955,9.301500048,22.64062125,4.692262075,7.750829528,4.235187092,6.523590086,2.679124672,1.111775056,2.428455118,5.74406336,11.25000733,16.57005365,6.183583159,2.246801054,5.614603992,6.87324971,11.19063681,5.300751189,6.839336071,14.15464286,5.91415872,3.680021025,6.690092273,3.013848371,1.425914206,10.27766318,1.515208996,3.361071597,19.03559131,1.568984903,3.084724386,11.12878619,100.191172,33.12005419,2.915919817,2.353267292,44.20561379,11.06812323,9.05716315,20.84643303,5.03788386,6.511654443,3.987668725,32.26396791
1.13_388.0659m/z,388.065895,1.134316667,neg,N-Acetylneuraminic acid 9-phosphate,HMDB0004381,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,C06241,54.8,81,M-H,C11H20NO12P,2.209597735,0.029194689,0.768222891,0.97276718,3.671199591,1.289417937,0.633811005,0.398703527,0.854733995,1.080229012,0.962207758,1.01E-12,0.048567312,1.199232706,1.287819931,1.045416856,0.754458399,0.283842429,0.367053249,1.119920023,0.813002916,0.049123338,0.270415847,1.214977151,0.343391698,0.383845433,0.757201459,0.47511215,0.21294447,1.030371953,0.262728394,0.447402203,0.381313326,0.770506816,0.574340314,4.243091301,0.843617719,0.701184692,6.500344382,0.563036742,0.645332161,0.252859446,0.986997254,0.655762113,0.926976598,0.31370433,1.242945731,1.162325585,0.77586098,0.595082218,0.384010495,9.870327374,5.39657769,14.81483228,1.537712039,3.015544299,6.248429038,8.407682238,65.61900478,9.146284038,1.446625308,1.01E-12,1.299391736,5.17357338,1.491354878,5.001782753,18.73385973,5.766729128,2.091364484,6.056378039,3.75991586,0.58031268,1.607667767,2.516640581,13.64345198,0.938607682,5.682822615,0.391876242,1.848900721,16.36766154,3.034021071,0.315808788,4.644523115,2.555250433,3.089590845,0.260556095,1.317873287,9.892299748,3.772593079,33.52101624,3.289642943,10.99395944,3.914166669,9.936156569,1.094378123,4.967756408,9.11122957,16.01581459,12.20972762,2.816851963,2.905078782,4.032616469,0.544569885,8.664831659,4.627145512,1.692531576,2.19741423,0.528451586,1.581625562,9.976528805,36.87186659,21.82247532,3.535335602,1.461567867,5.541413084,8.833683512,15.68762873,1.003337489,0.056045765,7.271949644,3.429627337,2.735270293,22.65259417,11.79683338,0.961592135,5.853006405,1.152841975,7.294453586,7.014604695,11.88866884,1.354684535,26.83874394,6.317981013,37.72927778,1.091971074,1.179558946,3.677554821,1.255018722,1.371535286,1.01E-12,0.817442473,4.867537041,0.92121596,0.023859028,3.406587214,1.677706278,3.756409381,0.098160009,2.139537261,0.664753543,1.18596989
1.20_275.1255m/z,275.1254917,1.196883333,neg,Saccharopine,383,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",C00449,54.8,81.2,M-H,C11H20N2O6,2.287805401,0.926735341,1.01E-12,0.19069391,0.205682861,0.573077747,0.565531819,0.447820229,0.118835611,0.860590191,1.01E-12,1.01E-12,1.01E-12,0.049927314,0.053177204,0.61313135,0.516480239,0.107179061,1.01E-12,0.612324473,1.01E-12,1.01E-12,1.01E-12,1.01E-12,0.599401953,0.149567687,0.259285678,0.331879814,1.01E-12,0.440601033,1.01E-12,0.32981154,0.10942652,0.102674079,0.253305244,0.904863128,0.877904427,0.544812181,0.354416838,0.171201462,0.302277427,0.372481592,1.01E-12,0.170795133,0.550698354,0.283568719,0.522637117,0.507004227,1.01E-12,0.555401269,0.092637991,3.906432296,4.435138681,14.93086474,0.093795342,9.149916969,12.23496083,93.01302397,2.659813205,7.401796862,2.039069451,1.01E-12,6.63594257,29.50287101,5.496421296,11.59786758,24.8667878,10.57098625,0.108411049,4.324250258,0.56622053,0.807418118,2.424897736,5.526736205,8.835264697,0.871512173,4.334687328,0.087701164,7.64317379,12.873615,7.761505033,2.706706663,0.4181118,4.610316241,1.01E-12,2.629427137,2.770146084,4.380415681,5.527762611,0.289698055,1.483778408,4.051226636,0.505399355,125.7192551,1.705687673,62.71324675,75.9920662,2.776983252,0.1903506,1.483894582,31.91371195,0.091866232,0.083931043,0.34405017,5.218259398,1.42810454,2.726945432,3.604406665,1.665727512,18.42091702,0.03744613,1.766019688,0.593354758,0.398734443,2.36805881,39.83406303,1.017588982,4.905749675,0.221022322,6.758650669,4.956607438,4.213634907,1.188646421,15.92640884,1.294858481,1.082558716,1.609077433,8.193994021,1.967951332,3.714986256,1.21299329,2.260040709,0.401249628,3.257957793,5.703542931,1.954364548,12.6808682,5.420571234,0.740707943,1.01E-12,1.01E-12,4.54305254,11.79986945,0.457713911,1.01E-12,0.305584969,2.819544792,4.999913527,0.292499318,1.055664864,1.555905216
14.22_540.3073m/z,540.3073468,14.21601667,pos,"LysoPC(18:3(6Z,9Z,12Z)/0:0)",HMDB0010387,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,C04230,54.8,83.6,M+Na,C26H48NO7P,2.487115856,20.56875408,27.42905349,130.3292214,5.731024749,24.18400786,31.16997406,12.10699298,19.11665547,11.68094003,28.21203222,27.16475819,8.66604461,27.55915619,435.7123906,56.18468139,67.31582276,40.88179016,20.29237343,40.05690547,14.1037449,8.543199016,48.35458545,8.822570198,140.6721127,20.76726158,69.38169564,30.29933211,34.89233709,11.24805363,13.33127596,32.72792028,134.2342138,46.01765546,25.08002351,1.605529078,48.59933722,31.25222493,16.26409697,26.45092728,17.39896147,35.24274181,104.5199615,114.4490962,27.63359163,15.69575158,20.83441873,9.596831761,10.70368802,35.05489971,64.66199218,17.46228843,6.264071394,24.02254248,15.6535268,10.46872868,11.50401448,6.472138197,12.54775865,5.455847148,6.107862721,45.11549737,8.580245311,15.58618749,20.35677312,28.51983954,25.1518192,10.86180945,25.77104095,1.161202106,23.04205405,6.921672678,10.60349702,10.81775546,14.03094152,19.20794043,12.77111895,1.822483472,27.64842441,2.180220352,13.12240464,2.170030373,7.762537641,4.538782961,2.95267808,16.776298,15.24175614,3.206195891,11.11899006,36.36151211,12.52180014,27.57842504,14.73299914,16.19931657,7.267904218,5.938380905,19.53273574,16.51994753,8.0962803,19.48590095,20.39985339,38.91076228,21.35707564,49.83818336,13.31256319,0.408401558,15.32286173,10.76851088,11.06846842,5.378989846,42.57055352,25.78281619,8.733083503,3.535248733,15.1672669,59.43761561,9.793281371,8.826143754,4.433250569,5.43121271,8.77353496,13.30477337,12.50064782,4.055035862,68.00995694,14.28438201,2.67914374,12.65272705,30.70669055,6.265329287,7.669624155,11.48199666,10.18312554,17.36017548,15.95201461,10.74870227,7.698045096,8.225494026,3.201596128,43.1426366,10.33120713,4.976212924,8.580343553,16.91400169,15.51466383,9.662900969,9.820837326,8.961144128,9.470051712,46.28426154,51.30096265
